"","X52689","X52673","X52477","X52716","X52475","X52748","X52603","X19142","X19130","X52625","X20675","X52710","X27665","X52453","X52687","X48258","X35628","X45968","X52462","X52464","X42446","X42449","X52461","X19263","X52448","X52669","X19261","X52470","X52616","X33955","X45970","X52447","X52449","X52235","X52452","X52446","X52438","X42448","X52623","X19265","X43761","X52281","X32197","X31787","X531","X542","X27672","X15677","X37202","X21133","X18319","X1419","X1494","X48569","X32198","X46173","X555","X35142","X32342","X1126","X1107","X46537","X54738","X528","X48885","X48255","X1638","X32354","X512","X443","X18362","X15778","X55","X54923","X3141","X32412","X569","X15500","X48782","X63","X15506","X34396","X1564","X2132","X553","X27718","X513","X1868","X35159","X514","X37465","X2959","X2372","X36747","X5086","X37459","X1552","X42420","X40459","X48195","X15587","X1643","X33934","X2730","X48152","X57","X53","X396","X27727","X2127","X1572","X43847","X37455","X48857","X47155","X15990","X58","X53013","X1573","X39786","X41754","X21248","X15753","X59","X33009","X38661","X590","X3127","X15716","X27513","X1123","X1125","X34407","X527","X53010","X34534","X60","X35661","X57330","X1301","X1303","X20676","X15586","X44688","X46142","X38306","X18374","X34386","X48429","X15745","X18037","X34109","X1124","X40469","X1498","X1585","X22185","X46539","X15720","X27710","X32377","X37076","X33939","X33080","X594","X52604","X44877","X54979","X33936","X46798","X46799","X1493","X1505","X52434","X37506","X44681","X40461","X36103","X32553","X35126","X64","X42109","X1600","X1510","X1444","X52913","X1898","X32452","X33442","X1408","X46225","X18335","X1899","X27731","X21151","X1515","X32398","X1648","X485","X603","X48490","X48493","X42459","X52437","X17747","X34384","X19503","X1437","X1519","X46960","X2125","X18392","X18394","X53231","X27738","X1284","X53241","X32306","X32401","X40406","X54","X37097","X1299","X1604","X1670","X606","X1649","X3147"
"zr1429.39",0,71055,0,0,0,0,0,0,3809999,0,94184,0,120128,106698,0,0,0,0,241475,0,968546,0,1046295,0,0,0,0,512407,101259,0,0,0,0,0,493994,0,96311,0,0,141114,0,0,0,0,316770,0,0,216249,0,255000,3518932,0,1324663,1821813,2855501,43519,9507332,0,2766447,5914188,44895,0,0,209653,109565,0,6163430,0,2535700,9312867,208369,0,82610,599655,7654536,0,0,8012889,0,648099,7911622,13543834,844157,2433639,0,36993264,4931627,0,148460,34293,119136,239793,135696,420381,0,70182,0,745083,0,0,0,129199,0,0,3817643,11554131,11188057,0,744267,0,267929,145194,368420,116271,0,6056855,2760318,138425,1032704,339487,0,0,43178,4965026,0,0,105515,2831659,0,0,17251448,6695641,0,2241950,0,0,3274738,5849276416,0,2290366,1668887,1575326,746555,0,930000,0,427844,5042737,61370,224400,0,0,2259733,423564,0,0,111804,200459,0,0,453159,349604,0,3406544,343650,0,158370,192481,0,0,0,4979913,0,0,393938,0,3097341,294367,0,62022,4019566,820268,553886,58945,0,0,8690571,453589,0,166368,660514,0,0,0,12271724,310886,0,2015991,417359,0,0,0,0,0,164341,390531,0,2201742,4707467,2792997,19968184,1509974,0,103069,215827,1264002,0,1656391,0,91258,867118,264416,56467,819057,778673,493478,0,162941
"zr1429.40",0,133295,85650,0,70433,41684,0,0,2751812,0,0,0,28421,131909,0,0,0,0,411977,0,1353022,0,1147753,0,0,0,0,294637,0,0,0,66863,0,0,872140,0,252579,0,0,0,75366,0,0,0,0,0,0,0,0,1084818,0,0,551997,0,1051815,0,7043124,0,0,913208,57454,0,0,110422,0,0,4342608,0,1036537,1894633,0,167648,0,136089,1873916,0,0,1892894,0,0,1286863,3233511,288863,680278,0,10018490,1162264,0,0,16057,0,76834,0,0,0,0,0,458913,0,50700,0,0,0,0,1481000,3580601,2479601,61094,58166,0,288326,0,0,0,0,1271337,1259232,107913,1038887,0,0,0,0,4017721,148130,0,0,681639,0,0,6681987,3792516,0,1445204,219037,0,2424966,37524811776,54595,1220977,878042,1646024,191977,0,197804,0,273527,1043503680,0,116923,0,0,465751,106039,0,0,0,132202,0,0,95856,192968,0,21931794,377454,91198,411626,152555,0,45868,0,3318258,0,0,729966,50970,0,0,0,0,2181583,311079,103446,70360,0,0,1969949,0,0,0,0,50469,0,0,0,154947,0,975179,212271,0,0,0,0,0,173083,232866,0,3328515,5113499,2735444,5668833,0,0,0,136806,348412,0,484002,0,0,586274,0,0,0,131549,203361,6360547,47281
"zr1429.41",0,133515,93924,0,0,0,0,0,12238797,0,0,0,71782,496860,0,0,0,0,363595,0,2168774,0,2739970,91406,0,0,0,1704130,327861,0,0,0,0,0,1012132,84507,285253,0,0,124388,0,197362,0,0,0,202820,0,0,0,215904,0,0,1413480,0,2612519,68477,4955055,0,2325261,2523393,0,0,0,207099,0,146629,6996462,0,2362951,5331006,319707,0,0,443776,10598543,0,520504,9467380,0,1096419,4156424,6020215,1096899,3002448,0,18994694,2623916,0,64955,0,94623,162524,37031,120192,0,0,0,966578,0,59890,0,109185,0,0,3191431,8789249,6440401,97472,450714,0,398121,56723,0,109709,0,3905524,2140996,75631,819385,183820,78067,0,30743,5247068,0,0,0,1895673,0,0,9189852,5881868,0,2289580,224475,0,3726422,7431218688,0,2455312,951849,1740725,625747,0,334237,0,522561,9057024,39330,86038,0,0,1531391,514572,0,0,88628,286686,0,156611,103038,234348,0,3090866,769081,54974,440888,155549,0,0,0,5178947,41853,0,671590,0,0,117422,28749,0,3707936,396420,317300,72800,0,0,6833027,588620,0,0,388397,207109,0,97810,0,239125,0,1904973,322848,0,0,0,0,0,149007,662380,47587,2974705,5266618,3068911,10082588,0,0,0,270461,886645,0,1529649,213778,0,772594,0,55348,539802,557080,188247,3352138,108053
"zr1429.42",0,0,0,0,0,0,0,0,1182424,0,0,0,0,41353,0,0,0,0,167770,0,625576,0,606647,0,0,0,0,175890,0,0,0,0,0,0,332748,0,0,0,0,0,0,47739,0,0,0,169961,0,0,0,130549,0,0,10170870,0,1648530,0,2193579,0,1946074,6734394,0,0,0,0,0,0,26755932,0,4711042,14395675,0,0,0,189113,1471840,0,0,3576390,0,343797,1460305,4575732,651233,35356388,0,12287326,1198684,0,0,0,52718,0,0,0,0,0,0,347250,0,0,0,0,268230,0,1769967,12634530,4403373,0,321289,0,225699,0,0,0,0,2409988,2482556,0,143756,55425,0,0,27321,7270494,0,0,0,792425,0,0,1641192,7835655,242586,1116264,0,0,4885772,6394797568,0,2607964,1159145,1813013,108579,0,154431,0,847099,12919576,0,0,0,0,715325,165636,0,0,0,124965,0,0,0,535100,0,6088274,270813,0,0,0,0,0,0,5876847,0,0,268397,0,0,43465,0,0,5184713,217602,141005,0,0,0,5052671,762772,0,0,0,29352,0,0,0,140636,0,12632420,0,0,0,0,0,0,94950,405531,0,2891310,5531710,2880250,6561844,0,0,0,73491,2749019,0,444542,0,0,1902967,0,0,106775,131887,119165,12563264,39371
"zr1429.43",0,94234,0,0,0,0,95338,0,7551858,0,138503,0,0,327675,0,0,0,0,576913,0,2421892,0,2345443,42828,0,0,0,912743,315028,0,0,65872,0,0,1516506,97029,304075,0,0,158047,0,485313,0,116066,0,0,0,0,0,320936,0,0,932503,0,1959335,0,6651368,0,60496,2712605,0,0,0,157540,0,0,6876531,0,2138369,3507276,0,0,0,291546,6539390,0,0,9283827,0,0,5326666,5480420,901303,1325662,0,8942973,5305702,0,39117,0,79636,164974,0,241278,0,0,0,881143,0,0,0,0,0,109106,4658449,6335384,5938743,0,117540,0,296857,37917,0,62889,0,2162464,1308681,83226,2119265,173628,0,0,127690,5131781,56228,0,0,1814780,0,0,11432516,5369469,0,2206092,79403,0,2816579,3180095232,90488,1964635,538807,1798765,77255,0,210393,0,317536,3098438,52005,0,0,0,1075249,377161,0,0,88646,228421,0,0,190404,279314,0,2423152,494633,59552,514302,166298,0,0,72780,4650662,0,0,737343,0,0,375065,0,102340,2986087,296959,250467,68247,0,0,5365787,0,41860,0,358893,0,0,0,0,240724,0,1411209,0,0,46172,47504,0,84120,159050,1763008,72101,1993684,5994347,3114452,8128330,2776270,0,0,257863,951876,0,1472131,0,0,867258,102534,35981,783474,470412,275362,0,74536
"zr1429.44",0,117346,103101,0,0,0,0,0,11491794,0,0,0,0,142778,0,0,0,0,272345,0,1537203,0,2269060,95770,0,0,0,1433930,404397,0,0,0,0,0,790050,156310,291787,0,0,0,0,53191,0,35351,0,145310,0,0,0,380546,0,0,816161,0,3033302,56683,13005537,0,2838928,3148815,0,0,0,148278,0,0,5349690,0,2258854,4851960,120777,942997,0,552233,7719079,0,0,12550460,0,810198,4960276,12816810,683800,703428,0,14571502,4929257,0,87223,0,63982,203200,40276,470227,0,44905,0,525232,0,0,131577,0,0,0,3136849,9628210,7556897,0,514325,0,248378,0,196969,81545,0,4132211,3245073,65620,1430954,371591,0,0,42512,4821445,0,0,0,2078265,0,0,12045618,4609185,0,1506970,0,0,4545050,8647876608,0,1883248,719102,1304498,114962,0,172678,0,342742,10019823,61489,130668,0,0,1874903,248991,0,0,65034,495212,0,0,427984,274080,0,2947159,976336,0,294929,239724,0,0,0,4108959,0,0,617707,0,0,169205,19063,0,3219738,491809,446445,0,0,0,4552463,520699,0,0,407029,0,0,0,0,248415,0,1458137,218014,0,0,0,0,0,198306,1346232,0,3562142,4092638,2750642,15426119,1673103,0,0,372249,574486,0,883486,0,0,696484,179398,0,408555,455222,234577,0,69693
"zr1429.45",0,77704,0,0,0,0,137336,0,12343819,0,232837,0,0,336275,0,0,0,0,510110,0,2257622,0,2781045,81347,74013,0,0,1638490,467801,0,0,0,0,0,1185706,154402,303927,0,0,232555,0,102451,33599,103756,126944,0,40423,0,0,349733,0,0,1218485,0,3803153,76701,11383529,0,1535425,6083488,0,0,0,203547,0,51474,6138379,0,4700659,7232679,195474,0,0,705049,19429928,0,0,24263624,0,731648,11463960,17014188,1704796,1267652,0,9730021,9062576,0,77460,36011,63466,276241,93899,557398,201175,0,0,1362273,0,59995,0,0,0,0,6606252,14888053,11579279,265813,357602,0,403059,99685,360980,223190,0,5677397,3741124,37380,1335392,481223,0,0,67945,4475055,143429,0,44635,1900147,0,0,19831280,5991984,0,12002797,0,0,3587635,6803372544,98471,2086801,1283898,2054159,225247,0,207369,0,323503,5327869,86272,151503,0,0,2033290,247493,0,70835,200380,320527,0,172798,389785,441402,146121,4611467,1040401,0,288471,63012,0,0,64484,4495244,0,0,720663,0,0,976518,84517,135242,3638339,839256,572323,0,0,0,9759926,462705,59095,88786,953977,99012,37940,0,0,162472,0,1969096,313334,0,50652,0,0,0,179696,582560,80113,2518149,6986210,3173424,17383432,7310734,0,106202,579516,1321928,0,3959994,433528,184700,682591,318753,35665,989880,798986,464104,0,67963
"zr1429.46",0,0,0,0,0,0,0,0,4430412,0,0,0,0,108552,0,0,0,0,182807,0,729318,0,1064098,0,0,0,0,636927,169518,0,0,0,0,0,382140,0,114372,0,0,99237,89662,79041,0,0,81071,184342,0,0,0,495662,0,0,801811,0,1793936,0,7184960,0,1539516,2936580,0,0,0,109402,0,0,5079673,0,2454696,5924004,0,115077,0,204522,4542197,0,0,9026413,0,569550,3361990,7872178,901983,1865523,0,12428203,3372151,0,0,0,0,48316,0,209458,0,258906,0,518491,0,30997,128028,177781,0,0,2183685,7542913,5486715,0,309951,0,294759,0,0,0,0,3138804,2481200,0,427625,124570,0,0,21068,4218656,0,0,0,2195242,0,0,7300138,6187586,0,1701507,0,0,4606433,8682798080,0,2380144,921730,2663562,78077,0,121883,0,559118,10392482,54210,0,0,0,1182889,291961,0,80984,47401,0,0,368097,111518,272351,0,3344579,649178,0,175691,0,0,0,0,3766707,0,0,281548,0,0,59324,40111,0,3670902,598016,305576,0,0,0,6175382,477699,0,0,676477,88841,0,0,0,200478,0,1676738,290799,0,0,0,0,0,163478,327281,0,4402373,16621598,2962033,11278919,249254,0,0,215770,835995,0,493882,146508,0,649797,48773,46392,456864,380111,175104,0,95380
"zr1429.47",0,0,0,0,0,0,0,0,5404324,0,0,0,67660,118848,0,0,0,0,373099,0,1340298,0,1705630,0,0,0,0,838315,170555,0,0,0,0,0,754735,0,210114,0,0,0,0,166633,0,0,0,327161,0,0,0,385488,0,0,870220,0,3329171,85700,6187982,0,6695628,4816368,0,0,0,187612,0,0,7170349,0,3121544,11234265,107420,219599,0,439602,6091982,0,898663,18259556,0,980233,6662845,14538095,1309861,2441599,0,18124624,6028223,0,125591,0,106360,92223,41177,290838,252003,822082,0,783949,0,0,0,142146,0,0,3747475,10306121,9373323,73074,973866,0,262473,37389,221416,56671,0,5896471,3123363,0,212747,455297,0,0,54988,5060631,0,0,106938,1817911,0,0,4797862,5819299,57186,4083898,0,0,4016283,7669770752,0,3033914,975100,1800712,92942,0,160599,0,402655,10796303,92762,99224,0,0,2715778,484173,0,78953,70297,0,33863,165230,91649,281844,0,2579284,782299,0,135074,79663,0,0,0,5870722,0,0,586009,0,0,53530,30023,0,3372938,584151,673023,0,0,0,7053019,918453,0,0,1414504,0,0,0,0,0,0,1882531,428823,0,0,0,0,0,142866,715850,0,1864521,5867226,3000833,17486608,3421663,80245,64885,366510,1131807,0,842497,213972,78297,777695,179722,76441,838714,613928,207558,4708043,82134
"zr1429.48",0,73792,51629,0,79987,0,0,0,8931688,0,0,0,68682,152548,0,0,0,0,278728,0,1223220,0,1977083,44848,0,0,0,946281,281827,0,0,0,0,0,725636,0,249443,0,0,193013,48145,0,0,0,157549,0,0,0,0,525134,0,0,1176787,0,2450766,69173,11465087,0,1296775,3241856,0,0,0,231700,0,0,5955400,0,2628439,6111985,202650,0,0,240903,7365089,0,0,10426574,0,710824,5537069,9096421,784402,1967897,0,14443327,5110359,0,0,0,0,89296,0,396366,0,262825,0,786213,0,0,0,0,0,0,2692316,9653534,6138432,0,494626,0,276198,0,0,78770,0,3319876,3273089,72624,867617,207767,0,0,61648,4334924,0,0,0,2026868,0,0,11265978,5884196,0,2500286,39291,0,3792703,8523185664,0,2872008,783794,1505911,162916,0,125450,0,430001,11356800,81427,72556,0,0,1561220,357810,0,0,87567,0,0,0,273916,443477,134980,2911983,992429,0,475134,147859,0,40378,0,5346061,0,0,500822,0,0,49378,16502,0,3686630,581946,469708,64765,0,0,8089216,411419,0,0,1154886,119144,0,0,0,120769,0,2351844,344192,0,0,0,0,0,168789,947430,65642,3648720,4513779,3632383,13762291,1931225,77509,0,287630,995714,0,837169,261222,0,759616,73883,47890,464133,660048,193178,0,102393
"zr1429.49",0,772295,784816,0,687741,302560,0,0,7786421,0,125921,0,0,129063,0,87745,73787,0,320331,0,1223471,62845,2149748,267304,0,0,0,749709,396758,41424,0,306686,0,0,874452,483972,363087,336702,0,3024224,0,289546,103946,0,393919,348021,24284,0,0,1318337,65219012,107298,2500937,254999,7130367,114087,1612512,28793,105980,19945178,203480,221021,932103,544810,0,177806,19567266,346019,7320662,11479805,176356,289599,696973,1982293,6506539,0,0,12775463,124070,1991170,21851096,51146412,1939849,7737587,0,76936848,11534737,0,492123,63522,0,481102,58661,1933841,0,336713,0,2001621,0,66537,956806,209687,0,0,5443985,34360856,25596048,0,1047415,0,644968,420887,1545062,76431,64439,12561169,5884971,933128,15756187,293072,379396,0,51883,8399108,169151,0,747039,35919188,62363,478734,59235448,14707790,249673,8226502,600080,0,16722673,27861549056,0,9536910,3300341,2401891,809426,0,341746,4888625,1778336,218067872,211539,152777,4281713,134667,4607626,539369,69220,165243,258380,1099730,73026,292493,13924922,566775,346446,16217402,1260288,704374,4693946,2863078,0,0,0,11019591,177810,164385,2183828,0,0,364893,59465,137109,18214902,6996185,1021888,107984,261065,1703835,26738330,1300266,88536,2832015,722395,0,36754,398787,0,159242,0,6333265,156711,0,0,0,0,91598,255088,5023638,276011,2326221,8103552,3789070,43841344,8682976,0,69683,577694,3554519,0,2700074,0,366088,3869864,0,289451,3592798,2200260,2761188,7611820,1208494
